5.98233,6.03775,6.09437,6.15222,6.21135,6.27181,6.33363,6.39687,6.46159,6.52782,6.59564,6.66510,6.73627,6.80921,6.88399,6.96068,7.03937,7.12013,7.20306,7.28823,7.37576,7.46575,7.55830,7.65353,7.75156,7.85253,7.95657,8.06384,8.17449,8.28870,8.40664,8.52851,8.65452,8.78490,8.91987,9.05972,9.20470,9.35514,9.51135,9.67369,9.84254,10.01832,10.20149,10.39255,10.59203,10.80055,11.01875,11.24735,11.48716,11.73906,12.00402,12.28315,12.57767,12.88894,13.21850,13.56810,13.93972,14.33559,14.75829,15.21079,15.69650,16.21941,16.78418,17.39629,18.06228,18.78994,19.58871,20.47010,21.44832,22.54111,23.77098,25.16687,26.76677,25.16687,23.77098,22.54111,21.44832,20.47010,19.58871,18.78994,18.06228,17.39629,16.78418,16.21941,15.69650,15.21079,14.75829,14.33559,13.93972,13.56810,13.21850,12.88894,12.57767,12.28315,12.00402,11.73906,11.48716,11.24735,11.01875,10.80055,10.59203,10.39255,10.20149,10.01832,9.84254,9.67369,9.51135,9.35514,9.20470,9.05972,8.91987,8.78490,8.65452,8.52851,8.40664,8.28870,8.17449,8.06384,7.95657,7.85253,7.75156,7.65353,7.55830,7.46575,7.37576,7.28823,7.20306,7.12013,7.03937,6.96068,6.88399,6.80921,6.73627,6.66510,6.59564,6.52782,6.46159,6.39687,6.33363,6.27181,6.21135,6.15222,6.09437,6.03775,5.98233,5.92807,5.87492,5.82285,5.77184,5.72183,5.67282,5.62476,5.57762,5.53138,5.48602,5.44150,5.39780,5.35490,5.31278,5.27141,5.23077,5.19085,5.15162,5.11306,5.07516,5.03790,5.00127,4.96524,4.92980,4.89494,4.86064,4.82688,4.79366,4.76097,4.72878,4.69708,4.66587,4.63514,4.60486,4.57503,4.54565,4.51670,4.48816,4.46004,4.43232,4.40499,4.37805,4.35148,4.32528,4.29944,4.27395,4.24880,4.22400,4.19952,4.17537,4.15153,4.12801,4.10479,4.08187,4.05924,4.03689,4.01483,3.99304,3.97152,3.95027,3.92927,3.90853,3.88804,3.86780,3.84780,3.82803,3.80850,3.78919,3.77010,3.75124,3.73259,3.71415,3.69592,3.67790,3.66007,3.64245,3.62501,3.60777,3.59072,3.57385,3.55716,3.54065,3.52431,3.50814,3.49215,3.47632,3.46066,3.44515,3.42981,3.41462,3.39959,3.38470,3.36997,3.35538,3.34094
3.77814,3.80530,3.83292,3.86099,3.88955,3.91859,3.94814,3.97821,4.00880,4.03995,4.07165,4.10394,4.13681,4.17030,4.20442,4.23919,4.27463,4.31075,4.34758,4.38515,4.42347,4.46257,4.50247,4.54320,4.58479,4.62727,4.67066,4.71500,4.76031,4.80664,4.85402,4.90249,4.95209,5.00285,5.05483,5.10806,5.16260,5.21850,5.27581,5.33459,5.39489,5.45679,5.52034,5.58562,5.65270,5.72167,5.79260,5.86558,5.94071,6.01809,6.09783,6.18004,6.26484,6.35237,6.44276,6.53616,6.63273,6.73265,6.83609,6.94327,7.05438,7.16967,7.28939,7.41380,7.54321,7.67793,7.81831,7.96473,8.11762,8.27742,8.44465,8.61984,8.80363,8.99668,9.19975,9.41367,9.63939,9.87794,10.13051,10.39844,10.68324,10.98663,11.31059,11.65738,12.02963,12.43038,12.86321,13.33233,13.84273,14.40040,15.01257,15.68806,16.43775,17.27526,18.21781,19.28761,20.51376,19.28761,18.21781,17.27526,16.43775,15.68806,15.01257,14.40040,13.84273,13.33233,12.86321,12.43038,12.02963,11.65738,11.31059,10.98663,10.68324,10.39844,10.13051,9.87794,9.63939,9.41367,9.19975,8.99668,8.80363,8.61984,8.44465,8.27742,8.11762,7.96473,7.81831,7.67793,7.54321,7.41380,7.28939,7.16967,7.05438,6.94327,6.83609,6.73265,6.63273,6.53616,6.44276,6.35237,6.26484,6.18004,6.09783,6.01809,5.94071,5.86558,5.79260,5.72167,5.65270,5.58562,5.52034,5.45679,5.39489,5.33459,5.27581,5.21850,5.16260,5.10806,5.05483,5.00285,4.95209,4.90249,4.85402,4.80664,4.76031,4.71500,4.67066,4.62727,4.58479,4.54320,4.50247,4.46257,4.42347,4.38515,4.34758,4.31075,4.27463,4.23919,4.20442,4.17030,4.13681,4.10394,4.07165,4.03995,4.00880,3.97821,3.94814,3.91859,3.88955,3.86099,3.83292,3.80530,3.77814,3.75143,3.72514,3.69927,3.67381,3.64875,3.62408,3.59979,3.57587,3.55232,3.52911,3.50626,3.48374,3.46155,3.43968,3.41812,3.39688,3.37594,3.35529,3.33492,3.31484,3.29504,3.27551,3.25624,3.23723,3.21847,3.19996,3.18169,3.16366,3.14586,3.12830,3.11095,3.09383,3.07692,3.06022,3.04373,3.02744,3.01135,2.99546,2.97975,2.96424,2.94891,2.93376,2.91879,2.90399,2.88937,2.87491,2.86062
2.51883,2.53133,2.54398,2.55678,2.56972,2.58281,2.59606,2.60947,2.62303,2.63676,2.65066,2.66472,2.67896,2.69337,2.70797,2.72274,2.73770,2.75286,2.76821,2.78375,2.79950,2.81545,2.83162,2.84800,2.86460,2.88142,2.89847,2.91575,2.93328,2.95105,2.96907,2.98734,3.00587,3.02467,3.04374,3.06309,3.08273,3.10266,3.12289,3.14342,3.16426,3.18543,3.20692,3.22875,3.25093,3.27345,3.29635,3.31961,3.34325,3.36728,3.39172,3.41656,3.44183,3.46753,3.49368,3.52028,3.54736,3.57492,3.60297,3.63154,3.66063,3.69027,3.72046,3.75123,3.78258,3.81455,3.84714,3.88038,3.91429,3.94889,3.98420,4.02025,4.05705,4.09463,4.13303,4.17226,4.21236,4.25336,4.29529,4.33818,4.38206,4.42698,4.47298,4.52008,4.56835,4.61781,4.66852,4.72054,4.77390,4.82867,4.88491,4.94267,5.00203,5.06306,5.12582,5.19040,5.25689,5.32536,5.39592,5.46867,5.54371,5.62116,5.70114,5.78379,5.86925,5.95767,6.04920,6.14404,6.24237,6.34439,6.45033,6.56042,6.67493,6.79414,6.91836,7.04793,7.18322,7.32462,7.47260,7.62763,7.79026,7.96109,8.14079,8.33008,8.52981,8.74091,8.96441,9.20150,9.45352,9.72199,10.00865,10.31552,10.64492,10.99954,11.38255,11.79767,12.24932,12.74280,13.28450,13.88224,14.54564,15.28674,16.12080,17.06745,18.15246,17.06745,16.12080,15.28674,14.54564,13.88224,13.28450,12.74280,12.24932,11.79767,11.38255,10.99954,10.64492,10.31552,10.00865,9.72199,9.45352,9.20150,8.96441,8.74091,8.52981,8.33008,8.14079,7.96109,7.79026,7.62763,7.47260,7.32462,7.18322,7.04793,6.91836,6.79414,6.67493,6.56042,6.45033,6.34439,6.24237,6.14404,6.04920,5.95767,5.86925,5.78379,5.70114,5.62116,5.54371,5.46867,5.39592,5.32536,5.25689,5.19040,5.12582,5.06306,5.00203,4.94267,4.88491,4.82867,4.77390,4.72054,4.66852,4.61781,4.56835,4.52008,4.47298,4.42698,4.38206,4.33818,4.29529,4.25336,4.21236,4.17226,4.13303,4.09463,4.05705,4.02025,3.98420,3.94889,3.91429,3.88038,3.84714,3.81455,3.78258,3.75123,3.72046,3.69027,3.66063,3.63154,3.60297,3.57492,3.54736,3.52028,3.49368,3.46753,3.44183,3.41656,3.39172,3.36728
6.18391,6.21049,6.23734,6.26446,6.29185,6.31951,6.34746,6.37569,6.40421,6.43303,6.46215,6.49158,6.52131,6.55136,6.58172,6.61242,6.64344,6.67480,6.70650,6.73856,6.77096,6.80373,6.83686,6.87037,6.90426,6.93853,6.97320,7.00826,7.04374,7.07963,7.11594,7.15269,7.18987,7.22751,7.26559,7.30415,7.34317,7.38268,7.42268,7.46318,7.50420,7.54573,7.58780,7.63041,7.67358,7.71731,7.76162,7.80651,7.85201,7.89812,7.94486,7.99224,8.04028,8.08898,8.13837,8.18846,8.23926,8.29079,8.34307,8.39611,8.44993,8.50456,8.56000,8.61628,8.67342,8.73143,8.79035,8.85019,8.91097,8.97272,9.03546,9.09923,9.16403,9.22991,9.29688,9.36499,9.43425,9.50469,9.57636,9.64929,9.72350,9.79904,9.87595,9.95425,10.03400,10.11523,10.19798,10.28232,10.36827,10.45589,10.54523,10.63635,10.72930,10.82413,10.92092,11.01971,11.12059,11.22361,11.32886,11.43640,11.54632,11.65870,11.77362,11.89118,12.01148,12.13461,12.26068,12.38980,12.52209,12.65767,12.79668,12.93925,13.08552,13.23565,13.38980,13.54814,13.71085,13.87812,14.05016,14.22718,14.40942,14.59711,14.79051,14.98992,15.19561,15.40790,15.62715,15.85369,16.08793,16.33029,16.58120,16.84115,17.11067,17.39032,17.68069,17.98246,18.29634,18.62311,18.96360,19.31876,19.68959,20.07720,20.48281,20.90776,21.35354,21.82179,22.31434,22.83322,23.38069,23.95931,24.57194,25.22182,25.91261,26.64850,27.43427,28.27542,29.17831,30.15035,31.20020,32.33806,33.57606,34.92871,36.41355,38.05197,39.87039,41.90179,44.18799,46.78283,49.75690,46.78283,44.18799,41.90179,39.87039,38.05197,36.41355,34.92871,33.57606,32.33806,31.20020,30.15035,29.17831,28.27542,27.43427,26.64850,25.91261,25.22182,24.57194,23.95931,23.38069,22.83322,22.31434,21.82179,21.35354,20.90776,20.48281,20.07720,19.68959,19.31876,18.96360,18.62311,18.29634,17.98246,17.68069,17.39032,17.11067,16.84115,16.58120,16.33029,16.08793,15.85369,15.62715,15.40790,15.19561,14.98992,14.79051,14.59711,14.40942,14.22718,14.05016,13.87812,13.71085,13.54814,13.38980,13.23565,13.08552,12.93925,12.79668,12.65767,12.52209,12.38980,12.26068,12.13461,12.01148,11.89118,11.77362,11.65870,11.54632,11.43640,11.32886,11.22361
7.36882,7.42179,7.47565,7.53041,7.58610,7.64275,7.70038,7.75902,7.81869,7.87944,7.94127,8.00424,8.06836,8.13368,8.20022,8.26804,8.33715,8.40761,8.47945,8.55271,8.62745,8.70371,8.78153,8.86098,8.94209,9.02493,9.10956,9.19604,9.28442,9.37479,9.46720,9.56173,9.65846,9.75747,9.85884,9.96267,10.06904,10.17807,10.28984,10.40448,10.52210,10.64282,10.76677,10.89409,11.02492,11.15943,11.29777,11.44011,11.58665,11.73757,11.89309,12.05343,12.21883,12.38953,12.56583,12.74799,12.93635,13.13122,13.33298,13.54201,13.75873,13.98360,14.21709,14.45974,14.71213,14.97489,15.24868,15.53426,15.83245,16.14412,16.47028,16.81198,17.17044,17.54696,17.94302,18.36025,18.80047,19.26574,19.75836,20.28092,20.83639,21.42812,22.05996,22.73633,23.46235,24.24397,25.08816,26.00312,26.99859,28.08626,29.28022,30.59768,32.05988,33.69333,35.53167,37.61819,40.00964,37.61819,35.53167,33.69333,32.05988,30.59768,29.28022,28.08626,26.99859,26.00312,25.08816,24.24397,23.46235,22.73633,22.05996,21.42812,20.83639,20.28092,19.75836,19.26574,18.80047,18.36025,17.94302,17.54696,17.17044,16.81198,16.47028,16.14412,15.83245,15.53426,15.24868,14.97489,14.71213,14.45974,14.21709,13.98360,13.75873,13.54201,13.33298,13.13122,12.93635,12.74799,12.56583,12.38953,12.21883,12.05343,11.89309,11.73757,11.58665,11.44011,11.29777,11.15943,11.02492,10.89409,10.76677,10.64282,10.52210,10.40448,10.28984,10.17807,10.06904,9.96267,9.85884,9.75747,9.65846,9.56173,9.46720,9.37479,9.28442,9.19604,9.10956,9.02493,8.94209,8.86098,8.78153,8.70371,8.62745,8.55271,8.47945,8.40761,8.33715,8.26804,8.20022,8.13368,8.06836,8.00424,7.94127,7.87944,7.81869,7.75902,7.70038,7.64275,7.58610,7.53041,7.47565,7.42179,7.36882,7.31671,7.26544,7.21499,7.16533,7.11646,7.06834,7.02097,6.97431,6.92837,6.88312,6.83854,6.79461,6.75133,6.70868,6.66664,6.62521,6.58436,6.54408,6.50437,6.46521,6.42658,6.38848,6.35090,6.31382,6.27724,6.24113,6.20551,6.17034,6.13563,6.10137,6.06754,6.03414,6.00116,5.96860,5.93643,5.90466,5.87328,5.84228,5.81166,5.78140,5.75150,5.72195,5.69275,5.66389,5.63536,5.60716,5.57929
3.67756,3.69337,3.70934,3.72546,3.74175,3.75820,3.77482,3.79161,3.80858,3.82572,3.84303,3.86053,3.87821,3.89608,3.91414,3.93239,3.95084,3.96949,3.98835,4.00741,4.02668,4.04617,4.06587,4.08580,4.10595,4.12633,4.14695,4.16780,4.18890,4.21024,4.23184,4.25369,4.27581,4.29819,4.32084,4.34376,4.36697,4.39047,4.41426,4.43834,4.46273,4.48743,4.51245,4.53779,4.56346,4.58947,4.61582,4.64252,4.66958,4.69700,4.72480,4.75298,4.78154,4.81051,4.83988,4.86966,4.89987,4.93052,4.96161,4.99315,5.02516,5.05765,5.09062,5.12409,5.15807,5.19257,5.22761,5.26319,5.29934,5.33606,5.37338,5.41129,5.44983,5.48901,5.52884,5.56934,5.61053,5.65243,5.69505,5.73842,5.78255,5.82748,5.87321,5.91978,5.96720,6.01551,6.06473,6.11488,6.16599,6.21810,6.27123,6.32542,6.38069,6.43709,6.49465,6.55340,6.61340,6.67467,6.73725,6.80121,6.86658,6.93341,7.00175,7.07167,7.14321,7.21643,7.29140,7.36819,7.44687,7.52750,7.61017,7.69495,7.78194,7.87122,7.96289,8.05706,8.15382,8.25329,8.35561,8.46088,8.56926,8.68088,8.79589,8.91448,9.03680,9.16306,9.29344,9.42816,9.56747,9.71160,9.86081,10.01541,10.17569,10.34199,10.51468,10.69414,10.88081,11.07513,11.27763,11.48884,11.70937,11.93988,12.18109,12.43381,12.69892,12.97738,13.27030,13.57888,13.90446,14.24856,14.61289,14.99937,15.41019,15.84782,16.31511,16.81535,17.35230,17.93037,18.55471,19.23139,19.96763,20.77205,21.65508,22.62945,23.71085,24.91893,26.27853,27.82167,29.59034,27.82167,26.27853,24.91893,23.71085,22.62945,21.65508,20.77205,19.96763,19.23139,18.55471,17.93037,17.35230,16.81535,16.31511,15.84782,15.41019,14.99937,14.61289,14.24856,13.90446,13.57888,13.27030,12.97738,12.69892,12.43381,12.18109,11.93988,11.70937,11.48884,11.27763,11.07513,10.88081,10.69414,10.51468,10.34199,10.17569,10.01541,9.86081,9.71160,9.56747,9.42816,9.29344,9.16306,9.03680,8.91448,8.79589,8.68088,8.56926,8.46088,8.35561,8.25329,8.15382,8.05706,7.96289,7.87122,7.78194,7.69495,7.61017,7.52750,7.44687,7.36819,7.29140,7.21643,7.14321,7.07167,7.00175,6.93341,6.86658,6.80121,6.73725,6.67467
2.58027,2.59307,2.60603,2.61914,2.63239,2.64581,2.65938,2.67311,2.68701,2.70107,2.71531,2.72971,2.74430,2.75906,2.77401,2.78915,2.80448,2.82000,2.83572,2.85165,2.86778,2.88412,2.90068,2.91746,2.93446,2.95170,2.96916,2.98687,3.00482,3.02303,3.04148,3.06020,3.07918,3.09844,3.11798,3.13780,3.15792,3.17833,3.19905,3.22009,3.24144,3.26312,3.28514,3.30750,3.33022,3.35330,3.37674,3.40057,3.42479,3.44941,3.47444,3.49989,3.52578,3.55211,3.57889,3.60614,3.63388,3.66211,3.69085,3.72011,3.74992,3.78028,3.81120,3.84272,3.87484,3.90759,3.94098,3.97503,4.00976,4.04521,4.08138,4.11830,4.15600,4.19450,4.23384,4.27402,4.31510,4.35710,4.40005,4.44399,4.48894,4.53496,4.58207,4.63033,4.67977,4.73044,4.78239,4.83567,4.89034,4.94644,5.00405,5.06323,5.12403,5.18655,5.25084,5.31700,5.38510,5.45525,5.52753,5.60205,5.67892,5.75826,5.84019,5.92486,6.01240,6.10297,6.19674,6.29390,6.39462,6.49913,6.60765,6.72043,6.83773,6.95985,7.08710,7.21983,7.35842,7.50327,7.65486,7.81367,7.98027,8.15527,8.33934,8.53326,8.73786,8.95410,9.18305,9.42593,9.68409,9.95911,10.25277,10.56712,10.90455,11.26783,11.66018,12.08542,12.54809,13.05360,13.60851,14.22083,14.90041,15.65959,16.51399,17.48373,18.59521,17.48373,16.51399,15.65959,14.90041,14.22083,13.60851,13.05360,12.54809,12.08542,11.66018,11.26783,10.90455,10.56712,10.25277,9.95911,9.68409,9.42593,9.18305,8.95410,8.73786,8.53326,8.33934,8.15527,7.98027,7.81367,7.65486,7.50327,7.35842,7.21983,7.08710,6.95985,6.83773,6.72043,6.60765,6.49913,6.39462,6.29390,6.19674,6.10297,6.01240,5.92486,5.84019,5.75826,5.67892,5.60205,5.52753,5.45525,5.38510,5.31700,5.25084,5.18655,5.12403,5.06323,5.00405,4.94644,4.89034,4.83567,4.78239,4.73044,4.67977,4.63033,4.58207,4.53496,4.48894,4.44399,4.40005,4.35710,4.31510,4.27402,4.23384,4.19450,4.15600,4.11830,4.08138,4.04521,4.00976,3.97503,3.94098,3.90759,3.87484,3.84272,3.81120,3.78028,3.74992,3.72011,3.69085,3.66211,3.63388,3.60614,3.57889,3.55211,3.52578,3.49989,3.47444,3.44941
4.10957,4.13371,4.15817,4.18297,4.20811,4.23360,4.25945,4.28566,4.31225,4.33922,4.36658,4.39434,4.42251,4.45110,4.48012,4.50957,4.53948,4.56984,4.60068,4.63200,4.66381,4.69613,4.72897,4.76234,4.79626,4.83073,4.86579,4.90143,4.93768,4.97455,5.01206,5.05023,5.08907,5.12861,5.16886,5.20984,5.25158,5.29409,5.33741,5.38154,5.42653,5.47239,5.51915,5.56684,5.61548,5.66512,5.71577,5.76748,5.82028,5.87420,5.92928,5.98557,6.04310,6.10191,6.16206,6.22359,6.28655,6.35099,6.41697,6.48455,6.55379,6.62476,6.69751,6.77212,6.84868,6.92725,7.00793,7.09080,7.17596,7.26351,7.35355,7.44620,7.54158,7.63981,7.74104,7.84540,7.95305,8.06417,8.17891,8.29748,8.42008,8.54692,8.67824,8.81430,8.95536,9.10172,9.25370,9.41164,9.57591,9.74693,9.92514,10.11102,10.30511,10.50797,10.72026,10.94267,11.17599,11.42106,11.67885,11.95041,12.23695,12.53979,12.86043,13.20056,13.56210,13.94725,14.35851,14.79875,15.27130,15.78005,16.32951,16.92505,17.57299,18.28094,19.05807,19.91559,20.86730,21.93050,23.12704,24.48513,26.04169,24.48513,23.12704,21.93050,20.86730,19.91559,19.05807,18.28094,17.57299,16.92505,16.32951,15.78005,15.27130,14.79875,14.35851,13.94725,13.56210,13.20056,12.86043,12.53979,12.23695,11.95041,11.67885,11.42106,11.17599,10.94267,10.72026,10.50797,10.30511,10.11102,9.92514,9.74693,9.57591,9.41164,9.25370,9.10172,8.95536,8.81430,8.67824,8.54692,8.42008,8.29748,8.17891,8.06417,7.95305,7.84540,7.74104,7.63981,7.54158,7.44620,7.35355,7.26351,7.17596,7.09080,7.00793,6.92725,6.84868,6.77212,6.69751,6.62476,6.55379,6.48455,6.41697,6.35099,6.28655,6.22359,6.16206,6.10191,6.04310,5.98557,5.92928,5.87420,5.82028,5.76748,5.71577,5.66512,5.61548,5.56684,5.51915,5.47239,5.42653,5.38154,5.33741,5.29409,5.25158,5.20984,5.16886,5.12861,5.08907,5.05023,5.01206,4.97455,4.93768,4.90143,4.86579,4.83073,4.79626,4.76234,4.72897,4.69613,4.66381,4.63200,4.60068,4.56984,4.53948,4.50957,4.48012,4.45110,4.42251,4.39434,4.36658,4.33922,4.31225,4.28566,4.25945,4.23360,4.20811,4.18297,4.15817,4.13371
8.51869,8.57993,8.64218,8.70549,8.76987,8.83536,8.90199,8.96978,9.03876,9.10898,9.18047,9.25326,9.32739,9.40290,9.47983,9.55822,9.63812,9.71957,9.80262,9.88732,9.97372,10.06188,10.15185,10.24369,10.33746,10.43323,10.53107,10.63104,10.73321,10.83768,10.94451,11.05379,11.16561,11.28007,11.39726,11.51729,11.64027,11.76630,11.89552,12.02805,12.16402,12.30358,12.44687,12.59406,12.74531,12.90081,13.06073,13.22529,13.39469,13.56916,13.74895,13.93431,14.12551,14.32286,14.52666,14.73726,14.95500,15.18029,15.41353,15.65518,15.90572,16.16567,16.43560,16.71612,17.00789,17.31164,17.62816,17.95831,18.30302,18.66334,19.04038,19.43541,19.84980,20.28508,20.74294,21.22527,21.73419,22.27207,22.84155,23.44567,24.08781,24.77188,25.50231,26.28423,27.12354,28.02713,29.00304,30.06077,31.21159,32.46899,33.84926,35.37230,37.06267,38.95101,41.07622,43.48832,46.25295,43.48832,41.07622,38.95101,37.06267,35.37230,33.84926,32.46899,31.21159,30.06077,29.00304,28.02713,27.12354,26.28423,25.50231,24.77188,24.08781,23.44567,22.84155,22.27207,21.73419,21.22527,20.74294,20.28508,19.84980,19.43541,19.04038,18.66334,18.30302,17.95831,17.62816,17.31164,17.00789,16.71612,16.43560,16.16567,15.90572,15.65518,15.41353,15.18029,14.95500,14.73726,14.52666,14.32286,14.12551,13.93431,13.74895,13.56916,13.39469,13.22529,13.06073,12.90081,12.74531,12.59406,12.44687,12.30358,12.16402,12.02805,11.89552,11.76630,11.64027,11.51729,11.39726,11.28007,11.16561,11.05379,10.94451,10.83768,10.73321,10.63104,10.53107,10.43323,10.33746,10.24369,10.15185,10.06188,9.97372,9.88732,9.80262,9.71957,9.63812,9.55822,9.47983,9.40290,9.32739,9.25326,9.18047,9.10898,9.03876,8.96978,8.90199,8.83536,8.76987,8.70549,8.64218,8.57993,8.51869,8.45845,8.39918,8.34085,8.28345,8.22695,8.17132,8.11655,8.06262,8.00951,7.95719,7.90566,7.85488,7.80485,7.75554,7.70694,7.65904,7.61182,7.56526,7.51935,7.47407,7.42942,7.38538,7.34193,7.29906,7.25677,7.21503,7.17385,7.13319,7.09307,7.05346,7.01435,6.97574,6.93762,6.89997,6.86278,6.82606,6.78978,6.75394,6.71854,6.68356,6.64899,6.61483,6.58107,6.54771,6.51473,6.48214,6.44991
6.10874,6.16534,6.22315,6.28223,6.34260,6.40433,6.46746,6.53204,6.59812,6.66576,6.73501,6.80594,6.87861,6.95309,7.02945,7.10777,7.18812,7.27058,7.35526,7.44224,7.53162,7.62350,7.71801,7.81525,7.91536,8.01846,8.12470,8.23424,8.34723,8.46384,8.58428,8.70872,8.83740,8.97053,9.10836,9.25116,9.39921,9.55282,9.71233,9.87810,10.05052,10.23001,10.41705,10.61215,10.81585,11.02877,11.25158,11.48502,11.72989,11.98711,12.25768,12.54270,12.84344,13.16129,13.49782,13.85481,14.23427,14.63851,15.07015,15.53220,16.02818,16.56214,17.13884,17.76389,18.44395,19.18698,20.00263,20.90265,21.90153,23.01742,24.27327,25.69866,27.33237,25.69866,24.27327,23.01742,21.90153,20.90265,20.00263,19.18698,18.44395,17.76389,17.13884,16.56214,16.02818,15.53220,15.07015,14.63851,14.23427,13.85481,13.49782,13.16129,12.84344,12.54270,12.25768,11.98711,11.72989,11.48502,11.25158,11.02877,10.81585,10.61215,10.41705,10.23001,10.05052,9.87810,9.71233,9.55282,9.39921,9.25116,9.10836,8.97053,8.83740,8.70872,8.58428,8.46384,8.34723,8.23424,8.12470,8.01846,7.91536,7.81525,7.71801,7.62350,7.53162,7.44224,7.35526,7.27058,7.18812,7.10777,7.02945,6.95309,6.87861,6.80594,6.73501,6.66576,6.59812,6.53204,6.46746,6.40433,6.34260,6.28223,6.22315,6.16534,6.10874,6.05333,5.99906,5.94589,5.89380,5.84274,5.79269,5.74361,5.69548,5.64827,5.60194,5.55648,5.51186,5.46805,5.42504,5.38279,5.34130,5.30053,5.26047,5.22110,5.18240,5.14436,5.10695,5.07016,5.03397,4.99837,4.96335,4.92888,4.89496,4.86157,4.82870,4.79634,4.76447,4.73308,4.70216,4.67171,4.64170,4.61214,4.58300,4.55428,4.52598,4.49807,4.47056,4.44343,4.41667,4.39029,4.36426,4.33858,4.31325,4.28826,4.26360,4.23926,4.21524,4.19153,4.16812,4.14501,4.12219,4.09966,4.07742,4.05544,4.03374,4.01230,3.99112,3.97020,3.94953,3.92910,3.90892,3.88897,3.86925,3.84977,3.83050,3.81146,3.79263,3.77402,3.75561,3.73741,3.71941,3.70161,3.68401,3.66659,3.64936,3.63232,3.61546,3.59878,3.58227,3.56594,3.54978,3.53378,3.51795,3.50229,3.48678,3.47142,3.45623,3.44118,3.42629,3.41154
